SIG. TOP,Código,NOMBRE AUTOR,TITULO LIBRO,Edición,Cant.
610.7/K77-ESEN,"ESEN-3679, 3680, 3704-3705, 3756, 3757, 3758-3759, 3893-3894","KOZIER, B. Y OTROS.",Fundamentos de Enfermería: Conceptos Proceso y Práctica,2004,10
361.1/U36-ESEN,ESEN-3681,"ULIN, Priscilla y Otros.",INVESTIGACION APLICADA EN SALUD PUBLICA .Métodos cualitativos,2006,1
610.73/N22-ESEN,ESEN-3682,NANDA INTERNATIONAL,Diagnósticos Enfermeros: Definiciones y Clasificación 2005-2006,2006,1
615.7/R74-ESEN,ESEN-3683,"RODRIGUEZ PALOMARES, Consuelo; GARFIAS ARVIZU, Alfonso",Farmacología para Enfermeras,2007,1
614.4/A47-ESEN,ESEN-3684,"ALVAREZ ALVA, Rafael",Salud Publica y Medicina Preventiva,2002,1
614.098/S85-ESEN,"ESEN-3685, 3701","Jaúregui Reina, César Alberto; Suarez Chavarro, Paulina",Promoción de la Salud y Prevención de la Enfermedad Enfoque en Salud Familiar,2004,2
614.3/F84-ESEN,"ESEN-3686, 3702","FRIAS OSUMA, Antonio",Salud Publica y Educación para la Salud.,2000,2
610.7/S18-ESEN,"ESEN-3687, 3703","SALAS CUEVAS, C.; ÁLVAREZ ARREDONDO, L.","Educación para la Salud, Manual de Prácticas de Laboratorio y de Campo",2002,2
618.5/M65-ESEN,ESEN-3688,MINSA,Formación y regulación de los recursos humanos en salud,2005,1
614.93/O65-ESEN,ESEN-3691,OPS,Manual para Localización Lógica de Fallas y su Correción de de Equipo para la Salud,1989,1
362.5/M44-ESEN,ESEN-3693,OPS,Atención de Salud para los Pobres en la América Latina y el Caribe,1992,1
613.003/O63-ESEN,ESEN-3697,ORGANIZACIÓN PANAMERICANA DE LA SALUD.,El Derecho  a la Salud en las Américas,1989,1
314.4/A42-ESEN,"ESEN-3700, 4088-4090",OPS,Evaluación en Procesos de Educación Permanente Y Capacitación en Salud,2006,4
618.92/O65-ESEN,ESEN-3706,OPS,Manual de Atención Pédiatrica Hospitalaria,2007,1
174.2/B45-ESEN,ESEN-3707-3708,"BERLINGUER, Giovani",Ética de la Salud,2004,2
610.736/P73-ESEN,"ESEN-3709, 4187, 4219","PROEHL, Jean A.",Enfermería de Urgencias Técnicas y Procedimientos.,2005,3
611.57/D95-ESEN,ESEN-3710,"DRAKE, R; VOGL, W; MITCHELL A.",Anatomía para Estudiantes,2005,1
302.615/V27-ESEN,ESEN-3720,"VALVERDE GEFAELL, Clara",Comunicación Terapéutica en Enfermería,2007,1
610.175/A62-ESEN,ESEN-3722,"ANTÓN ALMENARA, PILAR","Enfermería, ética y legislación en enfermería",2003,1
658.611/E96-ESEN,ESEN-3723-3724,"EVANS, JAMES; LINDSAY, WILLIAM",Administración y Control de la Calidad,2008,2
658.45/S96-ESEN,ESEN-3725,"HELLRIEGEL,D.; JACKSON, S.; Y SLOCUM, J.","Administración, un enfoque basado en competencias",2007,1
618.3/065-ESEN,ESEN-3726,ORGANIZACIÓN PANAMERICANA DE LA SALUD.,Tratamiento de las Enfermedades Infecciosas,2007,1
611/T73-ESEN,"ESEN-3729, 3737, 3787- 3789","TORTORA, Gerard; DERRICKSON, Bryan",Principios de Anatomía y Fisiología,2006,5
155.4/S47-ESEN,ESEN-3742,SHAFFER DAVID R.,"Psicologia del Desarrollo ""Infancia y Adolescencia""",2007,1
616.85/B24-ESEN,ESEN-3743,"BARTUILLI MONICA,Cabrera Pedro Jose, Periñan Mª Carmen",Guia técnica de intervención logopédica - TERAPIA MIOFUNCIONAL -Trastornos del Lenguaje,2007,1
614.9/B94-ESEN,ESEN-3745,(Sor) ROSA B. BURGOS MORALES BERTHA E. MARTINEZ OCAÑA,Atención Psicoespiritual  Caniliano a los pacientes con VIH-SIDA,2008,1
610.730/M26-ESEN,ESEN-3746,BERTHA E. MARTINEZ OCAÑA HERMELINDA ARATA FLORES,Historia de la Escuela de Enfermeria,2008,1
306/O63-ESEN,ESEN-3747-3749,GOBIERNO REGIONAL TACNA,Resumen Ejecutivo - Balance Social,2008,3
306/O63-ESEN,ESEN-3750-3752,GOBIERNO REGIONAL TACNA,Resumen Ejecutivo - Diagnostico Situacional con Enfoque de Genero,2008,3
307.336/M61-ESEN,ESEN-3761,MINSA. Dir. Grl.de Prom. Salud ,Guía de implementación del programa de familias y viviendas saludables,2006,1
,ESEN-3764,MINSA,Lineamientos de Politica de la Salud del Adolescente Peru 2005,2005,1
,ESEN-3767-3768,OPS,Investigaciones Operativas en Salud y Nutricion de la Niñez en el Peru 2008,2008,2
,ESEN-3769,MINSA,Norma técnica de salud para la atención integral de salud del adulto,,1
,ESEN-3770,OPS,Guía de práctica clínica: Neumonía adquirida en la comunidad en adultos,,1
,ESEN-3772,MINSA,Guía metodológica para la implementación de municipios saludables,,1
,ESEN-3773,MINSA,Lineamientos para la atención integral de salud de las personas adulto mayores,,1
,ESEN-3774,PROMSEX,Apuntes para la accion: El derecho de la mujeres a un aborto ilegal,2007,1
613.04/J39-ESEN,ESEN-3775,"JENSEN ARNETT, JEFFREY","Adolescencia y adultez emergente, un enfoque cultural",2008,1
618.97/P59-ESEN,ESEN-3776,PINAZO H.SACRAMENTO Y SANCHEZ M. MARIANO,"Gerontología, actualización, innovación y propuestas",2005,1
641.1/T69-ESEN,"ESEN-3778, 3822","THOMPSON, Janice; MANORE, Melinda; VAUGHAN, Linda",Nutrición,2008,2
616.075/D77-ESEN,ESEN-3779,"DILLON, Patricia M.",Valoración clínica en enfermería,2008,1
641.1/O52-ESEN,ESEN-3780,"O'NEALE ROACH, Jason",Lo esencial en Metabolismo y Nutrición,2009,1
615.5/S42-ESEN,ESEN-3782,"SERRANO RUIZ, Alfredo y otros",Actualización de farmacología para enfermeras(2ª parte),2006,1
610.736/M86-ESEN,ESEN-3783,"Morillo, Javier",Manual de Enfermería de Asistencia Prehospitalaria Urgente,2007,1
615/T41-ESEN,ESEN-3784,"Simonsen, Terje; Aarbakke, Jarle y otros",Farmacología para Licenciados en Enfermería,2009,1
610.73/G95-ESEN,ESEN-3785,"Alvarado Garcia, Alejandra; Antolínez Ruiz, Gloria Patricia y otros",Adaptación y cuidado en el ser humano una visión de enfermería,2007,1
612.6/A61-ESEN,ESEN-3786,"Núñez, Miguel Angel",Sexo y amor,2007,1
618.92/W55-ESEN,ESEN-3790,"WILSON, DAVID",Manual de Enfermería Pediátrica de Wong,2009,1
618.22/S41-ESEN,ESEN-3791,"Hernandez Sepúlveda, Edwin",Control de crecimiento y desarrollo del niño sano,2003,1
155.4/G78-ESEN,ESEN-3792,"Grandsenne, Philippe","¿Quién eres, bebé? Un pequeño tratado para entender mejor a su recien nacido",2009,1
618.32/C88-ESEN,ESEN-3793,"Crespo, Carmen",Cuidados de Enfermería en Neonatología,2007,1
610.73/C-ESEN,ESEN-3794-3795,"Bulechek, Gloria M./Butcher, Howard K./McCloskey Dochterman, Joanne",Clasificación de intervenciones de Enfermería (NIC),2008,2
610.730/C-ESEN,ESEN-3796-3797,"Mohorhead, Sue/Johnson, Marion/Maas, Meridean L./Swanson, Elizabeth",Clasificación de Resultados de Enfermería (NOC),2008,2
618.24/D25-ESEN,ESEN-3817,OPS/OMS,Diagóstico y tratamiento de enfermedades prevalentes graves de la infancia,2004,1
616.025/B24-ESEN,"ESEN-3818, 3857","Barore, Roberto",Guìa Completa de Primeros Auxilios,2008,2
613.4/O82-ESEN,"ESEN-3819, 3948, 4288-4289",Organización Panamericana de la Salud.,Salud y Seguridad de los Trabajadores del Sector Salud,2005,4
614.4/S19-ESEN,ESEN-3820,"SAMAJA, Juan",Epistemologìa de la salud,2004,1
610.72/H85-ESEN,"ESEN-3821, 3825","HUBER, Diane",Liderazgo y Aministraciòn de Enfermerìa,1999,2
155.4/S25-ESEN,"ESEN-3823, 3845",SANTROK. John,Desarrollo Infantil,2007,2
155.4/T47-ESEN,ESEN-3824,"shaffer, David; KIPP, Katherine",Psicologìa del Desarrollo Infancia y Adolescencia,2007,1
610.736/R58-ESEN,"ESEN-3828, 3924-3925","RIGOL CUADRA, Assumpta; UGALDE APALATEGUI, Mercedes",Enfermería de Salud Mental y Psiquiátrica,2001,3
305.26/G62-ESEN,"ESEN-3829, 3889","GÒMEZ RAMIREZ, Juan; POSADA DÍAZ, Alvaro",El Niño Sano,2005,2
610.73/M26-ESEN,"ESEN-3831, 3933-3935","MARRINER TOMEY, Ann; RAILE ALLIGOOD, Marta",Modelos  y Teorìas en Enfermerìa,2007,4
613.71/H65-ESEN,ESEN-3832,"HOEGER, Werner; HOEGER, Sharon",Ejercicio y Salud,2006,1
613/G15-ESEN,ESEN-3833-3835,"GALLAR, Manuel",Promociòn de la Salud y Apoyo Psicològico al Paciente,2006,3
610.73/H67-ESEN,ESEN-3836,"HOGSTON, Richard; MSRJORAM, Barbara",Fundamentos de la Pràctica de Enfermerìa,2008,1
001.42/J7-ESEN,ESEN-3837,"JOY, Tifhany; ROTHSCHILD, Melani y Otros",Calidad de Vida en el Adulto Mayor,2006,1
616.72/C72-ESEN,"ESEN-3839, 3918","COOPER, Daniel; KRAINIK, Andrew",Manuel Washington de Terapèutica Mèdica,2007,2
610.73/L55-ESEN,"ESEN-3840, 3858-3860, 3909, 4145",LEXUS EDITORES,Manual de Enfermería,2010,6
658.3/O65-ESEN,"ESEN-3841, 3872, 3922",Organización Panamericana de la Salud.,Dotación de recursos humanos en Salud,2005,3
617.98/J24-ESEN,ESEN-3844,"JARAMILLO SÁNCHEZ, Alejandro.",Tratado de Cirugía Pediátrica,2005,1
519/B78-ESEN,ESEN-3847-3849,"BOYER, Mary",Matemáticas para Enfermeras,2006,3
304.44/M32-ESEN,"ESEN-3853, 3923, 4060-4061","MAX-NEEF, Manfred",Desarrollo a Escala Humana,2006,4
616.075/A61-ESEN,ESEN-3855,"ÁNGEL, Gilberto",Interpretación Clínica del Laboratorio,2003,1
616.07/H36-ESEN,ESEN-3856,"HEITZ, Ursula; HORNE, Mima","Fluidos, electrolítos y equilibrio ácido base.",2006,1
611.02/N46-ESEN,ESEN-3862,"NETEHER, Frank",Atlas de Anatomía Humana,2003,1
610.702/H1-ESEN,ESEN-3863,"ELORZA MARTINEZ, Gustavo",Manual de Enfermería,2009,1
612.64/M84-ESEN,ESEN-3864,"MOORE, Keith; PERSAUD, T. ",Embriología clinica,2008,1
612/G23-ESEN,"ESEN-3866, 3986-3990","GANONG, Willam",Fisiología Médica,2005,6
610.734/R72-ESEN,"ESEN-3867, 3910","ROCA, Roger; CAJA LÓPEZ, Carmen",Enfermería Comunitaria,2007,2
616.025/R84-ESEN,ESEN-3869,"ROSALES, Santiago",Manual e Primeros Auxilios y prevención de Catastrofes y Terremotos,2008,1
614.4/T42-ESEN,ESEN-3870,"TESTA, Mario",Pensar en Salud,2009,1
610.02/N-ESEN,ESEN-3876,"BEERS, Mark",Nuevo Manual Merk,2007,2
610.732/A32-ESEN,ESEN-3880,"AGUILAR CORDERO, María José","Tratado de Enfermería Infantil, Cuidados Pedíatricos",2003,1
001.42/H43-ESEN,ESEN-3888,"HERNANDEZ SAMPIERE, Roberto; FERNÁNDEZ, Carlos",Metodología de la Investigación,2006,1
610.07/B45-ESEN,ESEN-3891-3892,"BERMAN, Audrey, SNYDER, Shirlee",Fundamentos de Enfermería Vol. I,2008,2
615/R73-ESEN,ESEN-3900,"RODRIGUEZ, Juan; GOMEZ, Maribel",Vademecum Farmacológico Peruano,2011,1
615.1/F65-ESEN,"ESEN-3901, 4318","FLORES, jesus; ARMIJO, Juan; MEDIAVILLA, Africa",Farmacología Humana,2008,2
610.73/N22-ESEN,"ESEN-3902-3903, 3946",NANDA INTERNACIONAL,Diagnósticos Enfermeros,2010,3
574.22/B54-ESEN,ESEN-3904,"BUJA, Maximiliana; Krueger Gerehard",Anatomìa Patològica,2006,1
616.9/G66-ESEN,ESEN-3906,"GONZALEZ, M. RESTREPO, G. SANIN, A.",Fundamentos de Medicina: Paciente en estado crìtico,2003,1
618/U72-ESEN,ESEN-3907,"URIBE MEZA, Adolfo",Manual para examen fìsico del normal y mètodos de exploraciòn,2004,1
610.02/B46-ESEN,ESEN-3908,"BERRS, M. Y OTROS",El Manual Merk,2007,1
612/B53-ESEN,ESEN-3911,"BICKLEY, L., SZILAGYI, P.",Bates Guìa de la Exploraciòn Fìsica Y Historia Clìnica,2007,1
612.73/B25-ESEN,ESEN-3912,"BARRET, K.; BOITANO, S. ; OTROS.",Fisiología Médica,2010,1
618.97/K21-ESEN,ESEN-3913,"KANE, r.; OUSLANDER,; ABRASS, i.",Geriatrìa Clìnica,2000,1
610.73/O65-ESEN,ESEN-3914,"JENKINS, c. OPS",Mejoremos la Salud,2005,1
610.734/O57-ESEN,ESEN-3915,Organización Panamericana de la Salud.,Evaluaciòn de la Promociòn de la Salud.,2007,1
611.02/R77-ESEN,ESEN-3916,"ROHEN, J.; YOCOCHI,ch.; LÛTJEN-DRECOLL, E.",Atlas de Anatomía Humana,2007,1
,ESEN-3917,"MONTOYA, Marìo",Cardiologìa I Tomo,2003,1
617.9/F94,ESEN-3919,"KOTCHER FULLER, Joanna.",Instrumentaciòn Quìrùrgica,2007,1
610.736/A34-ESEN,ESEN-3920-3921,"ALARCON, R.; MAZZOTTI, G.; NICOLINI, h.",Psiquiatrìa,2005,2
610.734/I47-ESEN,ESEN-3926,Instituto Nacional de Salud Mental,"Estudio Epidemiolòico de Salud Mental, en la Sierra Rural 2008",2008,1
614.4/B73-ESEN,ESEN-3927,"BONITA, R.m BEAGLEHOLE, R.; KJELLTRÔM, T.",Epidemiologìa bàsica,2008,1
614.4/B82-ESEN,ESEN-3928,"BREILH, Jaime",Epidemilogìa crìtica,2007,1
614.4/R93-ESEN,ESEN-3929-3932,"RUIZ MORALES, A.; MORILLO ZÀRATE, Luis.",Epidemiologìa clìnica,2004,4
610.736/M19-ESEN,"ESEN-3936, 3938, 4273-4275, 4276-4286","MALVAREZ, S.; GONZALES, R. LEVAV, I.",Salud Mental en la Comunidad,2009,16
615.3/P43-ESEN,ESEN-3937,Sin Autor,P.R. Vademecum Perû,2011,1
574.5/O57-ESEN,ESEN-3939,Organización Panamericana de la Salud.,La salud y el ambiente en el desarrollo sostenible,2000,1
613.62/F86-ESEN,ESEN-3940,"FRUMKIN, HOWARD",Salud Ambiental de lo global a lo local,2010,1
574.5/G14-ESEN,ESEN-3941,"GALVAO, l.; finkelman, J.; HENAO, s.",Determinantes ambientales y sociales de la Salud.,2010,1
614.4/A21-ESEN,ESEN-3942-3943,"ACOSTA-GNASS, Silvia",Manual de Control de Infecciones Y epidemiologìa hospitalaria,2011,2
610.175/D95-ESEN,ESEN-3945,"DRANE, James",El cuidado del Enfermo Terminal,1999,1
618.5/R74-ESEN,ESEN-3950-3951,"RODRIGUEZ ROSALEN, Ma de los Angeles",Guìa de Intervenciòn ràpida en Enfermerìa obstètrica,2011,2
610.736/R93-ESEN,"ESEN-3954-3955, 4206-4207","RUIZ, M.; MARTINEZ, m.; GONZÀLEZ, p.",Enfermerìa del Niño y el Adolescente,2009,4
613.4/O57-ESEN,ESEN-3956,Organización Panamericana de la Salud.,Enfermerìa y Seguridad de los Pacientes,2011,1
658.3/O57-ESEN,ESEN-3957,Organización Panamericana de la Salud.,Gestiòn del desempeño basado en comptencias; guìa para gerentes,2000,1
612/G98-ESEN,ESEN-3959,"GUYTON, Arthur y Hall, John E.",Tratado de Fisiología Médica,1997,1
410.53/T57-ESEN,ESEN-3960,"Anderson, Jeanine",Tendiendo puentes,2004,1
301/G83-ESEN,ESEN-3961,"GROSS, R.; MESSICK, R.; CHAPIN, J.; SUTHERLAND, J.","Ciencias Sociales, Programas actualizados de enseñanza",1983,1
302.2/T58-ESEN,ESEN-3964,Tipacti E. y Vargas M.,Tecnicas de comunicaciòn en salud,2000,1
616/W98-ESEN,ESEN-3968-3969,"Bennett, J. Claude y Plum, Fred",Tratado de Medicina Interna. CECIL,1997,2
616/F28-ESEN,ESEN-3970-3971,"Fauci, Anthony S.",Principios de Medicina Interna 14 Ed.,1998,2
610.73/H41-ESEN,"ESEN-3974, 4215",Herdman T. Heather NANDA International,Diagnósticos Enfermeros; NANDA: Definiciones y Clasificacion 1999-2011,2009,2
155.4/M61-ESEN,ESEN-3975,MINSA. Sub Programa Crecimiento y Desarrollo,Tepsi; test de desarrollo psicomotor 2 - 5 años,1997,1
350.009/P87-ESEN,ESEN-3976,ASPEFEEN,"Programa de alto nivel gerencial para miembros de Comisiones de autoevaluaciòn de Facultades, escuelas y programas de enfermerìa",1997,1
340.3/C12-ESEN,ESEN-3977,"Cabanellas de Torres, Guillermo",Diccionario juridico elemental,2002,1
618.2/T18-ESEN,ESEN-3979,Centro de la mujer peruana.Flora tristàn,"Monitoreo còmo pràctica ciudadana de las mujeres, Los consensos de El Cairo",2003,1
616.01/B84-ESEN,ESEN-3980,"Brooks, Geo, Butel, Janet, Morse, Stephen","Microbiologia medica de Jawetz, Melnick y Adelberg",1999,1
612/G98-ESEN,ESEN-3981-3985,"Guyton, Arthur y Hall, John E.",Tratado de Fisiología Médica,2006,5
617.07/T89-ESEN,ESEN-3991-3992,"Townsend,Courtney M., otros","Tratado de Patología Quirúrgica,  Sabiston",2003,2
617/K24-ESEN,ESEN-3994-3997,"Kasper, Dnnis l. y otros",Harrison. Principios de Medicina Interna ,2006,4
610.730/A17-ESEN,ESEN-4000-4043,"Acad. Peruana de Salud Bustios R., Carlos y otros",Historia de la salud en el Peru. Daniel A. Carrion,2006,44
306.461/O57-ESEN,ESEN-4045-4046,OPS. ,Clasificacion estadistica internacional de enfermedades y problemas relacionados con la salud CIE-10,1992,2
304.63/Z11-ESEN,ESEN-4047-4048,"OPS. Zavaleta P. Nelly, Inga L. Martin ",Primera encuesta de OMS en salud materna perinatal 2005,2005,2
304.64/B36-ESEN,ESEN-4049-4051,"Behm Rosas, Hugo",Las desigualdades sociales ante la muerte en America Latina.,1992,3
610.734/O57-ESEN,ESEN-4052,OPS. Org. Panamericana Salud,Sistemas de salud. Estrategias para desarrollo de equipos de APS. Nª 1,2008,1
305.231/O52-ESEN,ESEN-4053,OPS. Org. Panamericana Salud,Grupo Asesor tècnico AIEPI (GATA) Informe 3ª reunion. OPS,2004,1
333.71/O49-ESEN,ESEN-4054,OMS/OPS. ,Cambio climatico y salud humana. Riesgos y rptas.,2008,1
616.921/O65-ESEN,ESEN-4056,OPS,Dengue y dengue hemorrágico en las Américas: Guías para su prevención y control,1995,1
610.28/W43-ESEN,ESEN-4057,Welch Allyn,"Guia para uso de instrumentos de diagnostico para el examen de ojo, oido, nariz y garganta",1986,1
351.17/G23-ESEN,ESEN-4058,"Garcia Hurtado, Alvaro",Las relaciones laborales en las reformas de la salud y Educacion ,2000,1
658.38/P27-ESEN,ESEN-4062,"Passos Nogueira, Roberto. OPS",Perspectivas dela gestion de calidad total en los servicios de salud,1997,1
612.652/CH52-ESEN,ESEN-4063,"Charpak, N, Figueroa de Calume y otros",El metodo canguro; padres de niños prematuros pue- den reemplazar las incuba-doras.,1997,1
362.11/O57-ESEN,ESEN-4064,OPS,ACREDITACION DE HOSPITALES PARA America Latina y Caribe. Desarrollo y Fortelecimiento de los Sistemas Locales de Salud,1989,1
614.409/O57-ESEN,ESEN-4065,OPS,Sistemas de informacion geografica en salud. Conceptos Basicos,2002,1
362.204/M61-ESEN,ESEN-4066,MINSA,Salud mental y derechos humanos. Los DD.HH. Y libertades fundmentales de las personas con discapacidad por enfermedad mental.,2004,1
808.51/W48-ESEN,ESEN-4067-4068,"WESTBERG, Jane; JASON, Hilliard",Como Hacer Presentaciones Efectivas,1996,2
617.7/O57-ESEN,ESEN-4069,"Mock,Charles y otros. OPS",Guìa para la atenciòn traumatologica basica.,2006,1
614.42/U58-ESEN,ESEN-4078-4079,Instituto Nacional Estadistica e Informatica. INEI,Estado de la niñez en Peru,2008,2
371.302/S61-ESEN,ESEN-4080-4084,"Smith, Peter G. y Morrow, Richard H. OPS",Ensayos de campo de intervenciones en salud en paise en desarrollo. Una caja de herramientas.,1998,5
371.302/O57-ESEN,ESEN-4085,OPS,Formato normalizado para el diseño de perfiles y documentos de Proyectos de la OPS.,1994,1
616.007/V46-ESEN,ESEN-4087,"Venturelli, Jose","Educacion  medica; nuevos enfoques,metas y metodos",2003,1
616.994/R71-ESEN,ESEN-4091-4095,"Robles, S, y Galanis, E. OPS",El cancer de mama en América Latina y el Caribe,2001,5
613.907/G86-ESEN,ESEN-4096-4097,"Gùezmes G., Ana.OPS",Reforma del sector salud y derechos sexuales y reproductivos,2004,2
614.4/O57-ESEN,ESEN-4098-4102,Organización Panamerica de Salud. OPS,Principios de epidemiologia p. control de enfermeddes. Introduccion,1992,5
610.7/G15-ESEN,ESEN-4107-4108,Organización Panamerica de Salud. OPS,Programa de formacion docente pedagogica. Evaluacion de desempeño I. Examenes orales y escritos. ,1992,2
362.798/R73-ESEN,ESEN-4109-4110,"Rodriguez, Ernesto. OPS",Politicas publicas y marcos legales para la prevencion de la violencia relacionada con adolescentes y jovenes.,2006,2
614.4/C34-ESEN,ESEN-4111-4113,"Castillo-Salgado, Carlos",Principios de epidemiologia y bioestadistica,1999,3
641.562/O57-ESEN,ESEN-4114-4115,OPS,"Evaluacion de proceso e impacto. Programa Nacional alimentacion y nutriccion, PANN 2000",2007,2
613/O57-ESEN,ESEN-4116-4119,OPS,"Salud en las americas, ",2007,4
362.196/B26-ESEN,ESEN-4120,"Batiz, J. y otros","Como cuidar a un enfermo terminal, mi vida al final de su vida.",2004,1
610.734/S17-ESEN,ESEN-4121,"Salas de Cornejo, Marìa D.",Enfermerìa en Salud Comunitaria. Marcos teoricos y enfoques aplicados en enfermerìa,2012,1
610.730/C75-ESEN,ESEN-4122,"Colegio de Enfermeros, Tavera de M.,Fabiola",Historia de la Enfermería Peruana 1907 - 2010,2011,1
613.94/U58-ESEN,ESEN-4123-4125,UNFPA. ,"Seguimiento a la conferencia internacional sobre poblacion y desarrollo (el Cairo, 1994)",2004,3
174.2/C75-ESEN,ESEN-4127-4129,Colegio de Enfermeros Peru,Còdigo de etica y deontologìa,2002,3
618.920/P45-ESEN,ESEN-4131,Peru. Ministerio Salud,Guías de práctica clínica para la atención del recién nacido,2007,1
304.6/E78-ESEN,ESEN-4133,"Escobedo Rivera, José","Dinámica de la población. Teorías, métodos y técnicas de análisis.",1990,1
,ESEN-4134,"Galli, Amanda",Universidad y salud integración docente asistencial.,1981,1
614.56/P43-ESEN,ESEN-4135,Perú.MINSA.,Manual de procedimientos para el diagnóstico serológico de la zoonosis parasitarias,2010,1
612.3/P45-ESEN,ESEN-4136,Ministerio de Salud,Conocimientos actitudes y prácticas en salud y nutrición materno infantil,1997,1
362.109/I19-ESEN,ESEN-4138,Instituto Nacional de Salud. Perú,Observatorio de interculturalidad y derechos en salud de los pueblos indígenas.Relatoría final.,2011,1
619.93/P43-ESEN,ESEN-4139,Instituto Nacional de Salud. Perú,Guía de manejo y cuidado de animales de laboratorio: conejo.,2010,1
619.93/P43-ESEN,ESEN-4140,Instituto Nacional de Salud. Perú,Guía de manejo y cuidado de animales de laboratorio: ratón..,2008,1
362.1/P45-ESEN,ESEN-4142,Perú.MINSA.,"La carga de enfermedad y lesiones enel Perú, Mortalidad, incidencias, duración de la enfermedad, discapacidad y años de vida saludablesperdidos.",2009,1
362.1/P45-ESEN,ESEN-4143,Peru. Ministerio Salud,Plan Nacional concertado de salud,2007,1
616.834/O49-ESEN,ESEN-4144,,Atlas. Multiple sclerosis resources in the world,2008,1
001.42/H43-ESEN,ESEN-4146,"Hernandez S., Roberto; Fernández C., Carlos; Baptista, Lucio",Metodología de la Investigación,2014,1
150/A88-ESEN,ESEN-4147-4154,"Aun Weor, Samael",Tratado de psicología revolucionaria,2013,8
616.831/A21-ESEN,ESEN-4155,"Acosta, Daisy; Brusco Luis I.; Fuentes G., Patricio; y otros","La enfermedad de Alzheimer; Diagnöstico y tratamiento, una perspectiva Latinoamericana",2011,1
574.5/A66-ESEN,ESEN-4156,"Arana, Federico",Ecología para principiantes,1982,1
610.73/T35-ESEN,ESEN-4157,"Tellez Ortiz, Sara E.; García Flores, Martha","Modelos de Cuidados en Enfermería NANDA, NIC Y NOC",2012,1
610.730/M86-ESEN,ESEN-4158,"Morán A., Victoria y Mendoza R., Alba L.","Proceso de Enfermería; uso de los lenguajes NANDA, NIC y NIC modelos referenciales",2010,1
610.736/F75-ESEN,ESEN-4160,"Fornés Vives, Joana",Enfermería de salud mental y psiquiátrica; valoración y cuidados,2012,1
610.736/-G23-ESEN,ESEN-4161,"García H., Misericordia y Martínez Sellarés, Rosa",Enfermería y envejecimiento,2012,1
610.730/R47-ESEN,ESEN-4162,"Reyes Gomez, Eva",Fundamentos de enfermería; ciencia metodología y tecnología,2009,1
610.73/J72-ESEN,ESEN-4163-4164,"Johnson, Marion; Moorhead, Sue y otros",Vínculos de NOC  y NIC a NANDA-I y diagnósticos médicos,2012,2
615.6/T63-ESEN,ESEN-4165,"Tiziani, Adriana",Havard. Fármacos en enfermería,2011,1
610.73/H31-ESEN,ESEN-4166,Nanda Internacional,Diagnosticos Enfermeros,2013,1
610.73/R57-ESEN,ESEN-4167-4168,"Rifa Ros, Rosa; Olivé Adrados, Cristinas y otros",Lenguaje NIC para el aprendizaje teórico-práctico en enfermería,2012,2
610.73/C97-ESEN,ESEN-4169,"Cutcliffe, John y Mckenna, Hugh y otros",Modelos de enfermería: Aplicación a la práctica,2011,1
610.73/M86-ESEN,"ESEN-4170-4171, 4203, 4272, 4313","Moorhead, Sue, Johnson, Marion;  y otros","Clasificación de resultados de Enfermería (NOC), medición de resultados en salud 5ta Ed.",2014,5
610.736/S24-ESEN,ESEN-4172,"Schultz, Judith M y Videbeck, Sheila L.",Enfermería psiquiátríca. Planes de cuidados,2013,1
610.736/S61-ESEN,ESEN-4173-4174,"SMELTZER, Suzanne; BARE, Brenda y otros",Enfermería Medico Quirúrgica Volumen I,2012,2
641/B84-ESEN,ESEN-4175,"Brown, Judith E.",Nutrición en la diferentes etapas de la vida ,2014,1
610.7/R84-ESEN,ESEN-4176-4177,"Rosas M., Margarita D.",Educación para la salud,2009,2
620.82/R92-ESEN,ESEN-4178,"Rueda O., Mauri y Zambrano V., Mónica",Manual de ergonomía y seguridad,2013,1
616.716-ESEN,ESEN-4179,"Ibarra., Luis G. y Valdés F., Margarita","Osteoporosis. Prevención, diagnóstico, tratamiento y rehabilitación",2012,1
155.7/LL73-ESEN,ESEN-4180,"Llavona U., Luis M. y Méndez C., Francisco J.",Manual del psicólogo de familia. Un perfil profesional,2012,1
155.4/R84-ESEN,ESEN-4181,"Rosa A., Ana I., Olivares-O y otros",Psicología de la salud en la infancia y adolescencia. Casos prácticos,2012,1
155.9//Z77-ESEN,ESEN-4182,"Zimmermann, Marcel",Psicología ambiental calidad de vida y desarrollo sostenible,2010,1
305.235/T52-ESEN,ESEN-4183,"Ticona Pajares, Luz M.",Enfermería en salud del niño y el adolescente,1999,1
610.730/M26-ESEN,ESEN-4184-4185,"Martínez Martin, María L. y Chamorro Rebollo, Elena",Historia de la Enfermería. Evolución histórica del cuidado enfermero,2011,2
641.1/S98-ESEN,ESEN-4186,"Suverza Fernández, Araceli y Haua Navarro, Karime",El ABCD de la evaluación del estado de nutrición,2010,1
614.3/S13-ESEN,ESEN-4187,"Saco, Alexandro",Buscando Salud,2008,1
618.3/T52-ESEN,ESEN-4188-4190,"Ticona, Manuel y otros",ATLAS Feto y Recien Nacido,2013,3
,ESEN-4191-4193,"Calderon Albarracin, Luis Alberto",Huellas en la Piel del Poema,2014,3
,ESEN-4194-4196,"Calderon Albarracin, Luis Alberto",Travesía de la infancia,2014,3
